06-04-05_60_90,-7.9
07-01-31_1020_1050,-0.4
07-01-31_1080_1110,4.6
07-01-31_1110_1140,5.8
07-01-31_1200_1230,0.3
07-01-31_1230_1260,-2.2
07-01-31_1260_1290,2.8
07-01-31_1290_1320,0.1
07-01-31_1350_1380,1.5
07-01-31_1380_1410,6.3
07-01-31_1440_1470,-0.8
07-01-31_1470_1500,-2
07-01-31_1530_1560,2.9
07-01-31_1560_1590,0.4
07-01-31_1590_1620,2.7
07-01-31_1620_1650,0
07-01-31_1650_1680,6.1
07-01-31_1680_1710,6
07-01-31_1710_1740,4.3
07-01-31_1740_1770,4.8
07-01-31_1770_1800,-4.1
07-01-31_1800_1830,0
07-01-31_1830_1860,2.9
07-01-31_1920_1950,-3.1
07-01-31_1950_1980,0.1
07-01-31_1980_2010,1
07-01-31_2040_2070,3.5
07-01-31_2070_2100,-2.6
07-01-31_2100_2130,-1.3
07-01-31_2130_2160,2.1
07-01-31_2160_2190,3.1
07-01-31_2220_2250,-0.5
07-01-31_2250_2280,-0.5
07-01-31_2280_2310,-4.1
07-02-14_270_300,-2.2
07-02-14_330_360,-2.1
07-02-14_390_420,-5.2
07-02-14_480_510,-3.9
07-02-14_510_540,-4
07-02-14_540_570,-5.6
07-02-14_630_660,-5
07-02-14_660_690,-5.3
07-02-14_720_750,-0.3
07-02-14_750_780,-3.7
07-02-14_780_810,-3.8
07-02-14_810_840,1.9
07-02-14_870_900,0.8
07-02-14_900_930,3
07-02-14_930_960,3.9
07-02-14_960_990,-0.1
07-02-14_1020_1050,-1.5
07-02-14_1050_1080,-1.8
07-02-14_1110_1140,-0.2
07-02-14_1140_1170,-1.9
07-02-14_1170_1200,-3
07-02-14_1200_1230,1.1
07-02-14_1230_1260,0.8
07-02-14_1260_1290,4
07-02-14_1290_1320,-0.9
07-02-14_1380_1410,-2.5
07-02-14_1410_1440,4.7
07-02-14_1440_1470,3.3
07-02-14_1500_1530,-0.6
07-02-14_1560_1590,-2.7
07-02-14_1590_1620,-2.2
07-02-14_1620_1650,-1.8
07-02-14_1800_1830,-2.6
07-02-14_1860_1890,-3.4
07-02-14_1920_1950,1.3
07-02-14_1950_1980,1.8
07-02-14_2010_2040,2.1
07-02-14_2070_2100,0.4
07-02-14_2130_2160,-1.8
07-02-14_2160_2190,2.6
07-02-14_2190_2220,1.1
07-02-14_2220_2250,-0.8
07-02-14_2280_2310,-7.5
07-02-14_2340_2370,-4.7
07-02-21_180_210,-3
07-02-21_210_240,0.2
07-02-21_240_270,5.8
07-02-21_270_300,0.7
07-02-21_330_360,-2.8
07-02-21_420_450,-0.5
07-02-21_450_480,2.8
07-02-21_480_510,4.6
07-02-21_510_540,5.7
07-02-21_600_630,2.4
07-02-21_630_660,7
07-02-21_660_690,-4.4
07-02-21_750_780,5.4
07-02-21_780_810,6.1
07-02-21_840_870,3.9
07-02-21_930_960,6.8
07-02-21_960_990,6.2
07-02-21_990_1020,5.6
07-02-21_1020_1050,4.8
07-02-21_1050_1080,3.9
07-02-21_1110_1140,4.8
07-02-21_1140_1170,4
07-02-21_1170_1200,3.7
07-02-21_1200_1230,5.9
07-02-21_1230_1260,6.7
07-02-21_1290_1320,1
07-02-21_1380_1410,3.1
07-02-21_1410_1440,6
07-02-21_1440_1470,3
07-02-21_1500_1530,3.1
07-02-21_1590_1620,4.6
07-02-21_1620_1650,5.4
07-02-21_1650_1680,4.6
07-02-21_1680_1710,4.1
07-02-21_1710_1740,2
07-02-21_1740_1770,7.5
07-02-21_1770_1800,4.7
07-02-21_1800_1830,2.3
07-02-21_1830_1860,6.4
07-02-21_1890_1920,0.6
07-02-21_1920_1950,5.7
07-02-21_1950_1980,6.8
07-02-21_2010_2040,4
07-02-21_2070_2100,6.4
07-02-21_2130_2160,2.1
07-02-21_2160_2190,-1.9
07-02-21_2190_2220,2.9
07-02-28_210_240,-2.5
07-02-28_300_330,-0.3
07-02-28_390_420,2.8
07-02-28_420_450,-3.2
07-02-28_450_480,-0.9
07-02-28_480_510,-3.8
07-02-28_510_540,-5
07-02-28_540_570,-1.1
07-02-28_600_630,2
07-02-28_630_660,-0.6
07-02-28_660_690,-0.9
07-02-28_750_780,0.2
07-02-28_780_810,1.4
07-02-28_810_840,-0.1
07-02-28_870_900,3.5
07-02-28_900_930,6.1
07-02-28_960_990,0.8
07-02-28_990_1020,-4.7
07-02-28_1020_1050,-4.4
07-02-28_1050_1080,2.9
07-02-28_1110_1140,-4.5
07-02-28_1170_1200,1.7
07-02-28_1200_1230,-1.4
07-02-28_1230_1260,1.2
07-02-28_1260_1290,-6.9
07-02-28_1350_1380,5.8
07-02-28_1440_1470,1.2
07-02-28_1470_1500,4.3
07-02-28_1500_1530,5.4
07-02-28_1530_1560,3.3
07-02-28_1560_1590,-0.5
07-02-28_1590_1620,5
07-02-28_1620_1650,-1.9
07-02-28_1650_1680,4.4
07-02-28_1680_1710,1.1
07-02-28_1740_1770,2.6
07-02-28_1770_1800,-5.1
07-02-28_1830_1860,-0.3
07-02-28_1860_1890,-1.9
07-02-28_1890_1920,-0.6
07-02-28_1920_1950,0.4
07-02-28_1950_1980,-1.9
07-02-28_1980_2010,-4.2
07-02-28_2070_2100,-2.9
07-02-28_2160_2190,4.4
07-02-28_2190_2220,-3.9
07-02-28_2250_2280,-4.3
07-03-28_150_180,-5.8
07-03-28_270_300,-3.5
07-03-28_360_390,-3.9
07-03-28_450_480,-2.8
07-03-28_510_540,-1.1
07-03-28_570_600,-4.1
07-03-28_600_630,0
07-03-28_630_660,0.8
07-03-28_660_690,5.5
07-03-28_720_750,-2.7
07-03-28_780_810,4
07-03-28_810_840,-0.4
07-03-28_840_870,-2.9
07-03-28_870_900,0.7
07-03-28_900_930,0.4
07-03-28_930_960,-0.9
07-03-28_960_990,-0.3
07-03-28_990_1020,-1.1
07-03-28_1020_1050,1.3
07-03-28_1050_1080,-4.3
07-03-28_1170_1200,-3.4
07-03-28_1200_1230,1.7
07-03-28_1230_1260,4.5
07-03-28_1290_1320,7.2
07-03-28_1320_1350,6.1
07-03-28_1350_1380,1
07-03-28_1440_1470,2.2
07-03-28_1470_1500,0.5
07-03-28_1530_1560,-2.6
07-03-28_1620_1650,2.7
07-03-28_1650_1680,-2
07-03-28_1680_1710,-1.7
07-03-28_1710_1740,-0.5
07-03-28_1740_1770,-0.6
07-03-28_1800_1830,0.1
07-03-28_1830_1860,-2.6
07-03-28_1890_1920,2.8
07-03-28_1920_1950,0.2
07-03-28_1950_1980,-1.6
07-03-28_1980_2010,5.7
07-03-28_2010_2040,1
07-03-28_2100_2130,7.9
07-03-28_2130_2160,9.1
07-03-28_2340_2370,-3.4
07-04-11_180_210,-6.4
07-04-11_270_300,-5.7
07-04-11_300_330,-6.3
07-04-11_390_420,-6.8
07-04-11_420_450,-6.2
07-04-11_480_510,-7.3
07-04-11_600_630,-6.3
07-04-11_660_690,-5.2
07-04-11_960_990,-6.7
07-04-11_1170_1200,-5.2
07-04-11_1620_1650,-6.3
07-04-11_1710_1740,-2.1
07-04-11_1740_1770,-6.3
07-04-11_1800_1830,-3.3
07-04-11_1950_1980,-0.5
07-04-11_1980_2010,-6.6
07-04-11_2370_2400,-8.6
07-04-25_360_390,-3.6
07-04-25_660_690,-1.8
07-04-25_1830_1860,-2.3
07-04-25_1860_1890,-4.9
07-04-25_1980_2010,-5.3
07-05-02_150_180,-5.8
07-05-02_270_300,-3.5
07-05-02_360_390,-4.6
07-05-02_390_420,-2.7
07-05-02_510_540,-3
07-05-02_570_600,-2.5
07-05-02_660_690,-1.9
07-05-02_750_780,-0.9
07-05-02_810_840,-1.5
07-05-02_870_900,-2.3
07-05-02_930_960,-4
07-05-02_960_990,-3.2
07-05-02_1050_1080,-1.3
07-05-02_1080_1110,-4.7
07-05-02_1140_1170,-3.9
07-05-02_1200_1230,0.7
07-05-02_1290_1320,0.3
07-05-02_1350_1380,1.3
07-05-02_1380_1410,-1.8
07-05-02_1410_1440,-4.6
07-05-02_1440_1470,-4.6
07-05-02_1530_1560,-0.4
07-05-02_1680_1710,-0.6
07-05-02_1740_1770,-1.3
07-05-02_1800_1830,0.8
07-05-02_1830_1860,-1.1
07-05-02_1860_1890,0.8
07-05-02_1890_1920,1.6
07-05-02_1980_2010,-2.1
07-05-02_2010_2040,-2.7
07-05-02_2070_2100,-0.3
07-05-02_2190_2220,-5.1
07-05-16_240_270,-3.2
07-05-16_330_360,-4.4
07-05-16_390_420,-4.5
07-05-16_450_480,-5
07-05-16_510_540,-5
07-05-16_570_600,-4.5
07-05-16_600_630,-3.9
07-05-16_690_720,2.1
07-05-16_810_840,-4
07-05-16_900_930,1.4
07-05-16_990_1020,-2.3
07-05-16_1020_1050,-4.6
07-05-16_1050_1080,-5.1
07-05-16_1080_1110,-4.5
07-05-16_1110_1140,-4.4
07-05-16_1200_1230,-1.4
07-05-16_1230_1260,-1.5
07-05-16_1290_1320,3.4
07-05-16_1320_1350,-1.5
07-05-16_1410_1440,-3.7
07-05-16_1440_1470,-5.9
07-05-16_1470_1500,-3.7
07-05-16_1590_1620,-4.2
07-05-16_1650_1680,-5
07-05-16_1740_1770,-1.6
07-05-16_1800_1830,-1.6
07-05-16_1860_1890,3.5
07-05-16_1980_2010,-1.8
07-05-16_2040_2070,-3.1
07-05-23_150_180,-7.6
07-05-23_210_240,-6
07-05-23_330_360,-5.2
07-05-23_390_420,-5.5
07-05-23_420_450,-7.1
07-05-23_510_540,-4.9
07-05-23_570_600,-7.4
07-05-23_690_720,-3.7
07-05-23_720_750,-6
07-05-23_750_780,-1.9
07-05-23_840_870,-5.4
07-05-23_930_960,-4.6
07-05-23_1050_1080,-5.1
07-05-23_1110_1140,-6.1
07-05-23_1140_1170,-4.5
07-05-23_1170_1200,-6.9
07-05-23_1200_1230,-5.1
07-05-23_1350_1380,-4.6
07-05-23_1470_1500,-7.1
07-05-23_1500_1530,-5.1
07-05-23_1620_1650,-4.1
07-05-23_1650_1680,-5.4
07-05-23_1860_1890,-4.1
07-05-23_2130_2160,-6.1
07-05-23_2160_2190,-4.1
07-05-30_240_270,-5.9
07-05-30_690_720,-0.3
07-05-30_720_750,4.6
07-05-30_810_840,-5.3
07-05-30_840_870,-3.9
07-05-30_870_900,-2.6
07-05-30_930_960,1.3
07-05-30_960_990,-5.5
07-05-30_990_1020,1.2
07-05-30_1080_1110,-1.2
07-05-30_1170_1200,-3.8
07-05-30_1230_1260,-4.1
07-05-30_1530_1560,0.1
07-05-30_1560_1590,2.1
07-05-30_1590_1620,-6.9
07-05-30_1740_1770,-3.4
07-05-30_1890_1920,-3
07-05-30_1920_1950,-1.6
07-05-30_2010_2040,-5
07-05-30_2130_2160,-3.3
07-05-30_2280_2310,-2.8
07-05-30_2400_2430,-5.7
07-06-20_210_240,-5.3
07-06-20_450_480,-2.8
07-06-20_570_600,-0.3
07-06-20_630_660,-3
07-06-20_690_720,-5.1
07-06-20_750_780,-2.7
07-06-20_840_870,-5.1
07-06-20_900_930,-5.3
07-06-20_990_1020,-6.2
07-06-20_1020_1050,0.1
07-06-20_1050_1080,0
07-06-20_1080_1110,0.7
07-06-20_1140_1170,-3.4
07-06-20_1170_1200,-4.1
07-06-20_1260_1290,-5
07-06-20_1350_1380,-5.3
07-06-20_1470_1500,-5.8
07-06-20_1500_1530,-2.8
07-06-20_1650_1680,-2.6
07-06-20_1680_1710,1.8
07-06-20_2010_2040,-1.3
07-06-20_2160_2190,-6.2
07-06-20_2280_2310,-2.8
07-06-20_2310_2340,-3.6
07-09-17_60_90,-7.8
07-09-17_120_150,-6.3
07-09-17_150_180,-1.3
07-09-17_210_240,0.7
07-09-17_240_270,3.5
07-09-17_300_330,4
07-09-17_360_390,-2
07-09-17_390_420,5.7
07-09-17_450_480,3.9
07-09-17_480_510,1.1
07-09-17_510_540,0.5
07-09-17_540_570,-0.4
07-09-17_570_600,3.2
07-09-17_600_630,3.9
07-09-17_630_660,1.4
07-09-17_690_720,1.4
07-09-17_720_750,1.1
07-09-17_750_780,3.4
07-09-17_780_810,1.9
07-09-17_840_870,2.6
07-09-17_870_900,5.2
07-09-17_900_930,-1.8
07-09-17_960_990,3.1
07-09-17_990_1020,3.5
07-09-17_1020_1050,-0.6
07-09-17_1050_1080,0.6
07-09-17_1110_1140,-1.7
07-09-17_1140_1170,0.5
07-09-17_1170_1200,-1.6
07-09-17_1380_1410,2.9
07-10-31_120_150,-7.3
07-10-31_210_240,-5
07-10-31_360_390,-2.4
07-10-31_570_600,0.7
07-10-31_660_690,1.3
07-10-31_690_720,-3
07-10-31_720_750,1.8
07-10-31_810_840,0.8
07-10-31_960_990,-0.1
07-10-31_1050_1080,-0.1
07-10-31_1110_1140,3.5
07-10-31_1200_1230,1.4
07-10-31_1260_1290,3.8
07-10-31_1290_1320,3.7
07-10-31_1320_1350,-1.9
07-10-31_1380_1410,4.8
07-10-31_1410_1440,3.7
07-10-31_1440_1470,3.4
07-10-31_1470_1500,-2.8
07-10-31_1500_1530,1.3
07-10-31_1530_1560,1
07-10-31_1620_1650,3.6
07-10-31_1650_1680,7.1
07-10-31_1680_1710,6.8
07-10-31_1710_1740,5.3
07-10-31_1740_1770,7.9
07-10-31_1770_1800,6.5
07-10-31_1800_1830,1.2
07-10-31_1830_1860,-0.9
07-10-31_1920_1950,3.3
07-10-31_1950_1980,0.3
07-10-31_2040_2070,-5.3
07-10-31_2100_2130,2.8
07-10-31_2130_2160,-1
07-10-31_2160_2190,-0.4
07-10-31_2190_2220,7.1
07-10-31_2220_2250,-0.5
07-10-31_2250_2280,2.7
07-10-31_2280_2310,4.9
07-10-31_2310_2340,5.6
07-10-31_2340_2370,-3.8
07-11-14_150_180,-5.2
07-11-14_210_240,-6
07-11-14_240_270,-4
07-11-14_300_330,-6.1
07-11-14_330_360,-5.3
07-11-14_390_420,-7.1
07-11-14_450_480,-4.2
07-11-14_480_510,-4.1
07-11-14_510_540,0.2
07-11-14_570_600,-0.7
07-11-14_600_630,-0.4
07-11-14_630_660,-5.5
07-11-14_690_720,-4.3
07-11-14_720_750,-4.3
07-11-14_750_780,-5.1
07-11-14_810_840,-3
07-11-14_840_870,-2.1
07-11-14_870_900,-3
07-11-14_960_990,-2.1
07-11-14_990_1020,-3.5
07-11-14_1020_1050,-4.2
07-11-14_1080_1110,-5.6
07-11-14_1170_1200,-3.8
07-11-14_1200_1230,-3.7
07-11-14_1230_1260,-2.1
07-11-14_1320_1350,-1.1
07-11-14_1350_1380,-2
07-11-14_1380_1410,0.4
07-11-14_1410_1440,0.1
07-11-14_1470_1500,-5
07-11-14_1500_1530,-2.1
07-11-14_1560_1590,1.2
07-11-14_1620_1650,4.2
07-11-14_1650_1680,0.5
07-11-14_1680_1710,-1.4
07-11-14_1710_1740,-3.3
07-11-14_1800_1830,3.3
07-11-14_1830_1860,3.3
07-11-14_1860_1890,-0.7
07-11-14_1920_1950,2.6
07-11-14_2040_2070,-1.6
07-11-14_2100_2130,-5.1
07-11-14_2160_2190,-4.9
07-11-28_150_180,-8.4
07-11-28_180_210,-5.7
07-11-28_540_570,-5.2
07-11-28_690_720,-5.7
07-11-28_720_750,-5.7
07-11-28_930_960,-2.6
07-11-28_1140_1170,-5.7
07-11-28_1320_1350,-5
07-11-28_1770_1800,-3.6
07-11-28_2220_2250,-5.6
07-12-19_150_180,-7.2
07-12-19_300_330,-6.4
07-12-19_390_420,-4.8
07-12-19_540_570,-4.8
07-12-19_630_660,-3.8
07-12-19_690_720,-5.1
07-12-19_840_870,-3.2
07-12-19_990_1020,-1.1
07-12-19_1050_1080,-5.7
07-12-19_1230_1260,-5.5
07-12-19_1350_1380,-5.8
07-12-19_1530_1560,-3.7
07-12-19_1620_1650,-5.8
07-12-19_1650_1680,-6.1
07-12-19_1710_1740,-5.2
07-12-19_1740_1770,-2.6
07-12-19_1860_1890,-4.2
07-12-19_1920_1950,-5.4
07-12-19_2010_2040,-5.7
08-01-09_210_240,-5
08-01-09_270_300,-4.4
08-01-09_390_420,-2.9
08-01-09_420_450,-1.6
08-01-09_510_540,-4.8
08-01-09_660_690,-3.6
08-01-09_930_960,-5
08-01-09_990_1020,-5.3
08-01-09_1050_1080,-2.3
08-01-09_1110_1140,-3.5
08-01-09_1320_1350,-3.7
08-01-09_1350_1380,-2.6
08-01-09_1500_1530,-4.8
08-01-09_1560_1590,-4.3
08-01-09_1590_1620,-4.6
08-01-09_1650_1680,-0.2
08-01-09_1740_1770,-2.1
08-01-09_1800_1830,-5.7
08-01-09_1920_1950,-0.3
08-01-09_1950_1980,-3
08-01-09_1980_2010,-0.1
08-01-15_240_270,-2.1
08-01-15_450_480,-1.5
08-01-15_570_600,-0.3
08-01-15_690_720,-2.4
08-01-15_720_750,-2.6
08-01-15_780_810,-3
08-01-15_810_840,-4.8
08-01-15_840_870,-1.3
08-01-15_870_900,4.1
08-01-15_900_930,2.8
08-01-15_930_960,-2.6
08-01-15_960_990,2.5
08-01-15_990_1020,2.1
08-01-15_1020_1050,3.6
08-01-15_1050_1080,3.5
08-01-15_1110_1140,3.1
08-01-15_1140_1170,-1.2
08-01-15_1170_1200,1.9
08-01-15_1200_1230,0.6
08-01-15_1230_1260,1.5
08-01-15_1260_1290,1.8
08-01-15_1320_1350,-0.5
08-01-15_1350_1380,2.7
08-01-15_1410_1440,5.4
08-01-15_1440_1470,3.9
08-01-15_1470_1500,-1
08-01-15_1500_1530,1.9
08-01-15_1530_1560,1.4
08-01-15_1650_1680,-0.4
08-01-15_1680_1710,5.2
08-01-15_1710_1740,4.8
08-01-15_1740_1770,0.2
08-01-15_1770_1800,6
08-01-15_1800_1830,3.9
08-01-15_1860_1890,2.9
08-01-15_1890_1920,-0.5
08-01-15_1920_1950,5.1
08-01-15_1950_1980,4.8
08-01-15_1980_2010,2.7
08-01-15_2010_2040,-2.7
08-01-15_2040_2070,-1.6
08-01-15_2100_2130,-2.8
08-01-15_2220_2250,0.4
08-01-15_2250_2280,-3.8
08-01-15_2310_2340,-6.5
08-01-23_120_150,-5.5
08-01-23_150_180,-4.2
08-01-23_180_210,-4.8
08-01-23_270_300,-4.1
08-01-23_300_330,-3
08-01-23_420_450,-5.5
08-01-23_510_540,-3.6
08-01-23_570_600,-3.7
08-01-23_660_690,0.4
08-01-23_690_720,0.1
08-01-23_720_750,2.2
08-01-23_780_810,-5.3
08-01-23_810_840,0.5
08-01-23_840_870,1.7
08-01-23_900_930,-3.8
08-01-23_960_990,1.1
08-01-23_990_1020,-2.5
08-01-23_1020_1050,-1.6
08-01-23_1050_1080,2.1
08-01-23_1110_1140,-0.2
08-01-23_1140_1170,-2.5
08-01-23_1170_1200,-5.7
08-01-23_1200_1230,0.7
08-01-23_1230_1260,-3.4
08-01-23_1260_1290,0.3
08-01-23_1290_1320,-1.5
08-01-23_1350_1380,-0.2
08-01-23_1410_1440,1
08-01-23_1440_1470,5.1
08-01-23_1470_1500,2.2
08-01-23_1500_1530,3
08-01-23_1530_1560,6.9
08-01-23_1560_1590,-1.5
08-01-23_1650_1680,-3.4
08-01-23_1680_1710,-2.3
08-01-23_1770_1800,1.8
08-01-23_1800_1830,-1.7
08-01-23_1830_1860,0.1
08-01-23_1860_1890,-0.6
08-01-23_1890_1920,4
08-01-23_1920_1950,3.1
08-01-23_1950_1980,1.2
08-01-23_1980_2010,3
08-01-23_2010_2040,2.9
08-01-23_2040_2070,1.7
08-01-23_2070_2100,0
08-01-23_2100_2130,2.7
08-01-23_2130_2160,-0.2
08-01-23_2160_2190,-2.2
08-01-23_2190_2220,5
08-01-23_2220_2250,-3.7
08-01-23_2280_2310,2
08-01-23_2310_2340,0.1
08-01-23_2340_2370,0.3
08-01-23_2370_2400,-2.4
08-01-23_2400_2430,-6.9
08-01-23_2490_2520,-3.5
08-01-30_330_360,-2.9
08-01-30_360_390,-0.5
08-01-30_390_420,-2.9
08-01-30_420_450,0.1
08-01-30_450_480,-3.6
08-01-30_480_510,2.1
08-01-30_540_570,1.9
08-01-30_660_690,2.1
08-01-30_690_720,2.6
08-01-30_720_750,6.4
08-01-30_780_810,0.3
08-01-30_810_840,-4
08-01-30_900_930,-1.7
08-01-30_960_990,0.6
08-01-30_990_1020,0.7
08-01-30_1050_1080,-0.8
08-01-30_1080_1110,4.6
08-01-30_1140_1170,0.6
08-01-30_1230_1260,2
08-01-30_1260_1290,6.2
08-01-30_1290_1320,1
08-01-30_1320_1350,1.9
08-01-30_1410_1440,1.2
08-01-30_1470_1500,-0.5
08-01-30_1530_1560,3.1
08-01-30_1560_1590,-3.6
08-01-30_1620_1650,-2.6
08-01-30_1650_1680,4.5
08-01-30_1680_1710,5.7
08-01-30_1710_1740,-4.6
08-01-30_1740_1770,0.4
08-01-30_1770_1800,0.8
08-01-30_1800_1830,5.7
08-01-30_1830_1860,0.1
08-01-30_1860_1890,1.1
08-01-30_1890_1920,-2.5
08-01-30_1950_1980,-4.5
08-01-30_1980_2010,3.8
08-01-30_2010_2040,0
08-01-30_2070_2100,3.7
08-01-30_2130_2160,-3.9
08-01-30_2250_2280,-1.2
08-01-30_2280_2310,1.1
08-02-06_150_180,-5.4
08-02-06_210_240,-1.7
08-02-06_240_270,-3.4
08-02-06_300_330,-6
08-02-06_360_390,1.1
08-02-06_420_450,1.7
08-02-06_450_480,0.9
08-02-06_660_690,-0.8
08-02-06_720_750,2
08-02-06_750_780,0.4
08-02-06_780_810,1.9
08-02-06_840_870,-1.6
08-02-06_870_900,-4.3
08-02-06_900_930,-2.9
08-02-06_930_960,0.6
08-02-06_960_990,-3.2
08-02-06_1020_1050,-4.2
08-02-06_1050_1080,-1.7
08-02-06_1140_1170,-5.2
08-02-06_1200_1230,0
08-02-06_1230_1260,-0.7
08-02-06_1260_1290,0.8
08-02-06_1290_1320,6.5
08-02-06_1320_1350,2.9
08-02-06_1380_1410,4.6
08-02-06_1410_1440,5.2
08-02-06_1440_1470,-0.9
08-02-06_1530_1560,2.5
08-02-06_1590_1620,3.7
08-02-06_1620_1650,5.1
08-02-06_1860_1890,-1.9
08-02-06_1890_1920,3.4
08-02-06_1920_1950,-2.2
08-02-06_1950_1980,4.7
08-02-06_2040_2070,1.5
08-02-06_2070_2100,-5.5
08-02-06_2100_2130,-1.4
08-02-06_2130_2160,-3.4
